51.7131604;8.73;0:00
51.7131604;8.73;1:00
51.7131604;8.73;2:00
51.7131604;8.73;3:00
51.7131604;8.73;4:00
51.7131604;8.73;5:00
51.7131604;8.73;6:00
51.7131604;8.73;7:00
51.7131604;8.73;8:00
51.7131604;8.73;9:00
51.7131604;8.73;10:00
51.7131604;8.73;10:45
51.7131667;8.7301819;10:45
51.7132348;8.7301651;10:45
51.7131958;8.7302382;10:46
51.7132057;8.7304715;10:46
51.7132062;8.7308259;10:47
51.7132142;8.731244;10:47
51.7132165;8.7315999;10:47
51.713218;8.7320113;10:48
51.713069;8.7320487;10:48
51.7128875;8.7320878;10:49
51.7126555;8.732144;10:49
51.7126706;8.7327938;10:50
51.7126706;8.7327938;11:00
51.7126706;8.7327938;12:00
51.7126706;8.7327938;13:00
51.7126706;8.7327938;14:00
51.7126706;8.7327938;15:00
51.7126706;8.7327938;16:00
51.7125508;8.7333176;16:04
51.7126065;8.7341746;16:08
51.7121093;8.734362;16:12
51.7124892;8.7361717;16:17
51.7126687;8.737029;16:21
51.7131824;8.7368126;16:25
51.7131079;8.7363623;16:30
51.7131079;8.7363623;17:30
51.7131079;8.7363623;18:30
51.7131079;8.7363623;19:00
51.713168;8.7368228;19:03
51.7126825;8.7370615;19:06
51.7130659;8.738405;19:10
51.7132872;8.7394255;19:13
51.7135484;8.7403277;19:16
51.7131503;8.740641;19:20
