52.1121423;8.7013082;0:00
52.1121423;8.7013082;1:00
52.1121423;8.7013082;2:00
52.1121423;8.7013082;3:00
52.1121423;8.7013082;4:00
52.1121423;8.7013082;5:00
52.1121423;8.7013082;6:00
52.1121423;8.7013082;7:00
52.1121423;8.7013082;8:00
52.1120814;8.7012094;8:00
52.1121135;8.7011624;8:00
52.1122172;8.7009076;8:00
52.112433;8.7000574;8:01
52.1125928;8.6994069;8:01
52.1126414;8.6992192;8:01
52.1126859;8.6990757;8:02
52.1128763;8.6983714;8:02
52.1121441;8.6974176;8:02
52.1127255;8.6956919;8:03
52.112663;8.695193;8:03
52.1125345;8.6947155;8:03
52.1126333;8.6941308;8:04
52.1135458;8.692441;8:04
52.1147911;8.6901129;8:04
52.115496;8.6888147;8:05
52.1155073;8.688014;8:05
52.1157939;8.687465;8:05
52.1161727;8.6873059;8:06
52.1163525;8.6868996;8:06
52.1167426;8.685702;8:06
52.1172466;8.6853479;8:07
52.1185161;8.6836114;8:07
52.1192743;8.6824841;8:07
52.120373;8.6825554;8:08
52.1204123;8.682561;8:08
52.1204601;8.6821908;8:08
52.1205089;8.6818498;8:09
52.1205786;8.6813298;8:09
52.1208558;8.6800345;8:09
52.120902;8.6798752;8:10
52.1208212;8.6798079;8:10
52.1204212;8.6794831;8:10
52.1200253;8.6791604;8:10
52.1196226;8.6788278;8:11
52.1192444;8.6785055;8:11
52.1187886;8.6781155;8:11
52.1184007;8.6777708;8:12
52.1180376;8.6774194;8:12
52.1178095;8.6770828;8:12
52.117429;8.6764096;8:13
52.1176688;8.6756942;8:13
52.1177199;8.6749364;8:13
52.1176417;8.6740643;8:14
52.1175494;8.6735417;8:14
52.1172347;8.6726547;8:14
52.1168264;8.6719109;8:15
52.1166576;8.6709426;8:15
52.1165983;8.6700696;8:15
52.1165662;8.6692877;8:16
52.1165538;8.6678715;8:16
52.1165851;8.6671869;8:16
52.1167029;8.6665425;8:17
52.1170216;8.6654495;8:17
52.1173872;8.6644611;8:17
52.1175165;8.6641687;8:18
52.1179661;8.6641084;8:18
52.1182659;8.6642921;8:18
52.1186875;8.6645563;8:19
52.1188835;8.6647642;8:19
52.1191445;8.6648781;8:19
52.1193384;8.6643658;8:20
52.1193384;8.6643658;8:33
52.1195937;8.6636229;8:34
52.1164233;8.6607441;8:35
52.1108333;8.6546047;8:36
52.1075123;8.6489399;8:37
52.1016897;8.6385139;8:38
52.0962063;8.6289867;8:40
52.0898491;8.6239203;8:41
52.0775363;8.6149534;8:42
52.0716512;8.6097688;8:43
52.0641091;8.5887751;8:44
52.0589875;8.5747393;8:46
52.0494639;8.5641846;8:47
52.0393517;8.5537107;8:48
52.0343357;8.5431536;8:49
52.0318041;8.5359892;8:50
52.0292011;8.5327559;8:52
52.0254905;8.5285194;8:53
52.0185194;8.5237486;8:54
52.0120588;8.5149417;8:55
52.0037661;8.5041542;8:56
51.9970266;8.4982905;8:58
51.9926055;8.4963354;8:59
51.9863768;8.495099;9:00
51.985161;8.4954853;9:01
51.9841485;8.4964641;9:02
51.9799723;8.5032019;9:04
51.9741383;8.5086331;9:05
51.9651226;8.5203919;9:06
51.9599132;8.5264272;9:07
51.9557096;8.5336559;9:08
51.9463713;8.5506472;9:09
51.9350745;8.5834775;9:11
51.9266079;8.5924285;9:12
51.9205193;8.5985407;9:13
51.9083701;8.6106675;9:14
51.8916862;8.6273799;9:15
51.8665447;8.6414561;9:17
51.8381277;8.6517987;9:18
51.8318163;8.6543307;9:19
51.8236738;8.6618838;9:20
51.8134617;8.6725943;9:21
51.7972216;8.6887305;9:23
51.7701671;8.7134251;9:24
51.7622259;8.7188754;9:25
51.7485978;8.7208495;9:26
51.7440011;8.7225232;9:27
51.7364021;8.7347358;9:29
51.7308194;8.7550101;9:30
51.727631;8.7593692;9:31
51.721223;8.769258;9:32
51.7196557;8.7702697;9:33
51.717901;8.7697547;9:35
51.7167298;8.7680993;9:36
51.7164236;8.7666151;9:37
51.7163722;8.7623732;9:38
51.7162001;8.7614343;9:39
51.7160874;8.7614981;9:41
51.7160874;8.7614981;9:50
51.7159587;8.7614738;9:50
51.7159479;8.7616079;9:51
51.7158713;8.761525;9:51
51.7157899;8.7622022;9:52
51.7152357;8.7638759;9:52
51.7146609;8.7652785;9:53
51.7138201;8.7670517;9:53
51.7134273;8.7680172;9:54
51.7127863;8.7695486;9:54
51.7114833;8.7725955;9:55
51.7109676;8.7735104;9:55
51.7100359;8.7742781;9:56
51.7098147;8.7737679;9:56
51.7096081;8.7735149;9:57
51.7094552;8.7734695;9:57
51.7090247;8.7737834;9:58
51.7087039;8.7727909;9:58
51.7085311;8.7725013;9:59
51.7082186;8.7724053;10:00
51.7082186;8.7724053;11:00
51.7082186;8.7724053;12:00
51.7082186;8.7724053;13:00
51.7082186;8.7724053;14:00
51.7082186;8.7724053;15:00
51.7082186;8.7724053;16:00
51.7082186;8.7724053;17:00
51.7085311;8.7725013;17:01
51.7087039;8.7727909;17:03
51.7090247;8.7737834;17:04
51.7094434;8.7734753;17:06
51.7096081;8.7735149;17:07
51.7097826;8.7737751;17:09
51.7099671;8.7743705;17:11
